,평점,숙박가격,객실수,총후기,경쟁업소_수(1km내),경쟁업소_최단거리(1km내),경쟁업소_최장거리(1km내),경쟁업소_평균거리(1km내),버스정류장_수(1km내),지하철역_수(1km내),버스정류장_최단거리(1km내),버스정류장_평균거리(1km내),지하철역_최단거리(1km내),지하철역_평균거리(1km내),교통유동인구_월평균승차수(1km내),교통유동인구_월평균하차수(1km내),교통유동인구_월평균승하차총계(1km내),관광지_수(1km내),쇼핑몰_수(1km내),관광지_최단거리(1km내),관광지_평균거리(1km내),쇼핑몰_최단거리(1km내),쇼핑몰_평균거리(1km내)
906,3.4,75102,33,218,85,0.02,1.0,0.8,88,9,0.17,0.61,0.29,0.73,68646.56,68723.48,137370.05,10,13,0.19,0.76,0.3,0.77
907,2.3,55000,11,7,52,0.1,1.0,0.71,79,10,0.15,0.65,0.13,0.58,65898.66,64512.02,130410.68,6,23,0.16,0.51,0.15,0.4
908,3.1,80000,62,205,125,0.16,1.0,0.64,97,12,0.08,0.66,0.19,0.58,92029.16,90028.97,182058.12,9,4,0.27,0.69,0.27,0.58
909,3.7,75102,32,86,40,0.0,0.98,0.68,76,10,0.05,0.67,0.2,0.62,58648.6,58025.56,116674.16,6,23,0.34,0.66,0.07,0.5
910,5.0,75102,20,168,81,0.15,0.99,0.48,103,8,0.01,0.69,0.22,0.65,64472.01,63634.11,128106.13,14,3,0.38,0.7,0.37,0.64
911,4.7,90000,40,7107,18,0.02,0.89,0.25,119,4,0.08,0.69,0.17,0.58,21848.36,21548.46,43396.82,11,1,0.16,0.59,0.28,0.28
912,4.7,80000,50,15825,18,0.0,0.96,0.28,113,4,0.09,0.71,0.29,0.64,22736.56,22298.67,45035.23,12,2,0.13,0.6,0.39,0.68
913,4.7,66000,49,17147,18,0.02,0.96,0.25,124,4,0.04,0.69,0.1,0.52,21299.63,20637.46,41937.09,11,1,0.1,0.62,0.21,0.21
914,4.8,90000,44,8520,18,0.02,0.9,0.25,122,4,0.07,0.69,0.16,0.57,21399.56,21048.73,42448.29,11,1,0.16,0.6,0.27,0.27
915,4.5,80000,69,15258,17,0.03,0.81,0.18,115,4,0.08,0.69,0.16,0.49,22082.75,22025.6,44108.35,11,2,0.08,0.61,0.23,0.57
916,4.5,75000,40,11725,17,0.03,0.78,0.18,117,4,0.09,0.69,0.13,0.47,22123.64,21710.02,43833.65,12,2,0.08,0.65,0.2,0.55
917,4.8,80000,32,4152,18,0.33,0.91,0.48,100,5,0.04,0.65,0.4,0.54,27499.35,26929.47,54428.82,9,2,0.38,0.68,0.36,0.45
918,4.8,90000,48,11060,18,0.0,0.93,0.25,113,4,0.06,0.71,0.25,0.61,21266.3,20893.18,42159.48,12,1,0.1,0.6,0.35,0.35
919,4.7,80000,48,7159,17,0.13,0.55,0.32,122,5,0.09,0.67,0.13,0.54,24697.64,24150.55,48848.19,11,2,0.15,0.7,0.03,0.45
920,4.6,75102,31,3907,11,0.7,0.93,0.86,94,7,0.11,0.72,0.47,0.64,26839.69,26242.4,53082.09,5,2,0.44,0.73,0.37,0.57
921,4.5,65000,41,6124,18,0.03,0.98,0.22,114,4,0.06,0.7,0.17,0.51,22270.05,22192.25,44462.3,12,2,0.06,0.63,0.26,0.6
922,4.5,100000,30,2723,17,0.55,0.96,0.81,117,5,0.03,0.64,0.37,0.7,26776.58,26350.39,53126.97,10,2,0.33,0.7,0.58,0.6
923,4.7,65000,22,5122,17,0.1,0.68,0.23,121,4,0.02,0.68,0.06,0.42,21678.96,21292.65,42971.61,10,2,0.05,0.62,0.1,0.49
924,4.4,65000,12,2083,4,0.33,0.43,0.4,109,2,0.1,0.69,0.31,0.64,14923.92,14562.24,29486.15,6,4,0.31,0.68,0.23,0.62
925,4.3,150000,16,116,11,0.84,1.0,0.92,128,2,0.14,0.7,0.45,0.55,20700.57,20975.42,41675.99,12,3,0.27,0.62,0.16,0.62
926,3.7,75102,20,828,4,0.33,0.66,0.56,80,2,0.04,0.68,0.02,0.4,16928.57,16185.4,33113.97,6,4,0.29,0.63,0.13,0.74
927,3.9,36000,13,1341,17,0.04,0.8,0.2,115,4,0.12,0.7,0.16,0.48,21822.85,22045.08,43867.93,11,2,0.1,0.62,0.23,0.55
928,4.8,60000,18,254,4,0.01,0.64,0.27,114,2,0.09,0.64,0.62,0.76,20982.06,19726.08,40708.14,6,4,0.54,0.78,0.5,0.66
929,4.8,50000,20,316,4,0.01,0.63,0.27,114,2,0.11,0.64,0.61,0.76,20982.06,19726.08,40708.14,6,4,0.55,0.78,0.5,0.66
930,4.3,55000,16,573,3,0.16,0.79,0.4,71,3,0.15,0.62,0.38,0.61,18892.11,18245.16,37137.27,4,4,0.17,0.45,0.06,0.43
931,4.3,60000,25,1368,3,0.16,0.63,0.4,74,3,0.11,0.6,0.48,0.54,18319.54,17813.79,36133.33,4,4,0.34,0.6,0.11,0.53
934,4.8,75102,50,1017,18,0.0,1.0,0.23,115,4,0.09,0.7,0.18,0.51,22203.34,22168.33,44371.67,11,2,0.06,0.6,0.26,0.59
935,3.4,45000,14,66,2,0.26,0.4,0.33,58,4,0.03,0.69,0.5,0.82,22250.42,21100.33,43350.75,5,4,0.17,0.5,0.21,0.51
936,4.1,75102,34,74,63,0.01,0.98,0.63,105,9,0.03,0.6,0.33,0.58,67326.07,69885.49,137211.56,13,14,0.17,0.7,0.29,0.72
937,4.7,110000,19,72,63,0.01,0.98,0.63,103,9,0.04,0.59,0.32,0.58,68806.69,71427.31,140234.0,14,14,0.17,0.72,0.28,0.72
939,4.7,183000,101,1811,15,0.0,0.98,0.49,76,5,0.07,0.61,0.12,0.66,23218.57,25278.66,48497.23,4,3,0.68,0.82,0.67,0.87
940,4.6,100000,37,349,92,0.06,0.98,0.56,110,8,0.04,0.62,0.31,0.63,86821.7,86658.57,173480.26,12,14,0.26,0.64,0.25,0.5
941,4.4,75102,18,471,7,0.02,0.91,0.71,42,2,0.09,0.6,0.68,0.72,28826.24,28686.99,57513.23,16,6,0.16,0.67,0.58,0.75
942,4.3,85000,25,1548,38,0.14,0.99,0.77,120,10,0.03,0.66,0.2,0.58,52610.57,54892.67,107503.23,9,5,0.28,0.62,0.28,0.66
943,4.7,75102,19,282,14,0.02,0.87,0.43,71,4,0.07,0.6,0.12,0.61,28455.27,30042.6,58497.87,4,1,0.83,0.86,0.73,0.73
944,4.2,120000,447,4414,109,0.0,0.99,0.53,90,9,0.02,0.69,0.16,0.73,99034.4,99299.17,198333.57,12,12,0.07,0.68,0.01,0.42
945,4.4,95000,17,955,145,0.13,0.99,0.7,103,11,0.09,0.59,0.1,0.7,121584.79,118519.3,240104.09,18,14,0.36,0.71,0.24,0.56
947,4.4,125000,22,2065,7,0.02,0.89,0.69,42,3,0.08,0.6,0.66,0.8,28826.24,28686.99,57513.23,15,6,0.15,0.65,0.56,0.73
948,4.0,99800,14,1365,18,0.39,0.98,0.69,85,7,0.03,0.67,0.51,0.7,41871.72,44208.21,86079.93,7,4,0.44,0.73,0.61,0.67
949,4.7,78000,19,38,90,0.06,0.98,0.63,86,8,0.15,0.69,0.33,0.81,96758.84,99539.01,196297.85,12,12,0.21,0.63,0.34,0.58
950,4.2,84800,18,677,22,0.13,0.98,0.7,121,10,0.14,0.68,0.29,0.61,50537.21,52607.89,103145.1,8,5,0.3,0.59,0.29,0.64
951,3.9,110000,35,854,2,0.69,0.8,0.75,56,2,0.08,0.61,0.54,0.66,24364.03,23640.65,48004.68,16,1,0.29,0.68,0.85,0.85
953,3.3,75102,15,365,8,0.15,0.82,0.41,100,7,0.09,0.63,0.41,0.72,21329.03,20821.67,42150.7,11,7,0.15,0.63,0.24,0.47
954,4.3,110000,41,3391,14,0.03,0.85,0.43,68,4,0.09,0.58,0.13,0.62,28940.84,29735.22,58676.05,4,1,0.81,0.87,0.7,0.7
955,4.5,75102,22,87,93,0.02,0.97,0.55,113,8,0.11,0.63,0.26,0.63,96522.72,96163.59,192686.31,13,14,0.24,0.66,0.32,0.49
956,3.8,84900,20,91,79,0.05,1.0,0.68,96,9,0.09,0.63,0.19,0.67,77320.1,80042.75,157362.86,14,14,0.27,0.71,0.26,0.68
957,2.5,55000,18,297,10,0.75,0.94,0.82,67,2,0.06,0.64,0.86,0.92,25166.0,27551.12,52717.12,8,2,0.27,0.68,0.4,0.47
958,4.5,120000,21,874,5,0.2,0.75,0.57,65,2,0.1,0.63,0.24,0.34,16820.4,17496.42,34316.82,10,2,0.22,0.73,0.15,0.27
959,4.3,45000,15,297,2,0.8,0.85,0.83,44,1,0.14,0.7,0.67,0.67,12210.92,11801.12,24012.05,1,2,0.31,0.31,0.2,0.54
960,4.1,80000,13,196,14,0.05,0.81,0.43,71,4,0.05,0.6,0.11,0.62,25563.3,26530.63,52093.93,4,1,0.76,0.88,0.66,0.66
961,4.1,75102,28,21,93,0.04,0.99,0.54,110,7,0.07,0.62,0.32,0.58,89147.41,88928.2,178075.61,12,14,0.2,0.63,0.27,0.47
962,4.7,70000,20,61,4,0.4,0.77,0.61,64,3,0.02,0.59,0.65,0.76,20201.69,21693.41,41895.1,12,3,0.48,0.76,0.7,0.84
963,5.0,75102,23,86,33,0.0,1.0,0.72,91,7,0.18,0.67,0.17,0.54,49048.07,51563.43,100611.5,9,5,0.11,0.63,0.28,0.61
964,4.8,75102,15,128,16,0.32,0.98,0.71,105,8,0.08,0.71,0.25,0.58,36314.77,39140.85,75455.63,6,5,0.13,0.51,0.32,0.59
965,3.7,75102,15,881,10,0.41,0.85,0.65,63,5,0.09,0.64,0.18,0.57,29416.43,29335.49,58751.92,14,7,0.18,0.45,0.19,0.38
966,3.4,55000,11,148,8,0.26,0.96,0.49,109,4,0.12,0.62,0.39,0.64,13875.01,13284.23,27159.24,9,8,0.32,0.7,0.04,0.63
967,4.6,55000,46,7,97,0.07,0.99,0.58,77,6,0.17,0.72,0.26,0.73,89826.17,89224.06,179050.22,13,11,0.25,0.68,0.23,0.51
968,3.5,130000,78,217,121,0.03,1.0,0.56,93,10,0.18,0.69,0.19,0.7,114072.18,112292.35,226364.53,11,12,0.17,0.7,0.22,0.5
969,4.4,75102,14,366,11,0.15,0.98,0.63,105,7,0.02,0.63,0.26,0.72,19530.86,19139.74,38670.6,11,7,0.3,0.73,0.23,0.59
970,4.3,75102,16,8,95,0.04,1.0,0.54,109,8,0.12,0.62,0.3,0.63,101723.35,101288.78,203012.13,12,13,0.19,0.63,0.29,0.42
971,4.6,140000,14,18,84,0.07,1.0,0.66,93,9,0.13,0.62,0.15,0.69,79852.05,82309.75,162161.81,14,14,0.27,0.7,0.24,0.65
972,5.0,75102,20,2,14,0.02,0.89,0.44,68,4,0.09,0.59,0.14,0.61,29442.05,30854.59,60296.64,4,1,0.84,0.86,0.74,0.74
973,3.9,120000,34,39,116,0.0,0.98,0.57,83,9,0.09,0.69,0.11,0.68,113973.68,112754.24,226727.92,8,11,0.15,0.57,0.23,0.53
974,4.9,75102,17,43,93,0.04,0.94,0.55,115,9,0.1,0.64,0.24,0.67,105200.56,105469.03,210669.59,12,13,0.25,0.63,0.33,0.45
975,4.5,75102,45,177,119,0.03,0.99,0.55,95,10,0.16,0.69,0.17,0.7,112872.31,110862.94,223735.25,11,12,0.14,0.69,0.2,0.49
976,4.0,75102,18,28,82,0.15,0.99,0.64,118,9,0.1,0.65,0.13,0.66,88789.74,87727.82,176517.56,14,13,0.16,0.63,0.44,0.57
977,4.2,75102,169,350,79,0.0,1.0,0.7,105,6,0.08,0.63,0.27,0.52,91674.38,88783.29,180457.66,22,14,0.14,0.71,0.05,0.66
978,5.0,75102,24,12,89,0.0,0.99,0.63,60,5,0.07,0.72,0.3,0.69,96635.62,96980.32,193615.94,13,11,0.29,0.67,0.36,0.66
979,3.6,75102,26,78,43,0.0,1.0,0.68,88,7,0.09,0.6,0.24,0.45,59088.75,61898.68,120987.43,10,8,0.33,0.63,0.33,0.66
980,1.0,69000,23,6,90,0.05,0.99,0.59,119,10,0.09,0.65,0.16,0.69,106642.95,105242.92,211885.87,15,13,0.31,0.69,0.38,0.49
981,4.5,75102,29,123,90,0.06,1.0,0.58,91,9,0.16,0.64,0.18,0.74,99682.22,103066.89,202749.11,12,14,0.37,0.65,0.22,0.56
982,2.8,75102,32,31,139,0.0,1.0,0.61,102,11,0.22,0.68,0.29,0.71,114901.52,112547.59,227449.11,15,12,0.24,0.78,0.25,0.49
983,5.0,75102,24,8,126,0.0,1.0,0.57,96,11,0.22,0.68,0.22,0.72,119499.48,116667.56,236167.04,13,12,0.2,0.74,0.24,0.5
984,4.0,120000,26,5,91,0.0,0.98,0.58,89,9,0.16,0.65,0.24,0.77,103354.57,106954.77,210309.34,10,13,0.32,0.58,0.23,0.54
985,4.7,75102,37,6,89,0.05,0.99,0.67,82,7,0.18,0.7,0.38,0.82,82743.07,85478.95,168222.02,13,12,0.17,0.64,0.4,0.63
986,4.9,100000,27,88,57,0.04,0.98,0.53,86,12,0.06,0.62,0.13,0.64,63999.59,63587.4,127586.99,6,24,0.17,0.53,0.22,0.59
987,4.8,110000,25,1734,55,0.02,0.99,0.52,82,12,0.04,0.62,0.09,0.62,66367.77,65920.03,132287.81,6,24,0.17,0.53,0.13,0.58
988,4.8,110000,20,1140,54,0.02,0.95,0.51,81,12,0.04,0.61,0.08,0.62,66848.36,66401.64,133250.0,6,24,0.15,0.51,0.11,0.57
989,4.5,120000,86,3782,50,0.0,1.0,0.5,79,12,0.05,0.64,0.15,0.69,68430.42,68710.05,137140.47,9,20,0.43,0.81,0.35,0.71
990,4.4,120000,31,4082,56,0.03,1.0,0.52,84,12,0.09,0.62,0.09,0.63,63303.51,63472.8,126776.31,6,24,0.2,0.55,0.21,0.6
991,4.4,80000,16,2016,38,0.02,0.97,0.73,81,11,0.14,0.7,0.03,0.64,55332.88,54581.88,109914.76,5,23,0.1,0.59,0.28,0.62
992,4.7,90000,33,1366,58,0.02,1.0,0.55,87,12,0.08,0.61,0.25,0.65,62461.95,62395.38,124857.32,7,23,0.1,0.51,0.17,0.47
993,4.9,100000,19,29,85,0.06,1.0,0.65,49,8,0.08,0.66,0.26,0.63,107647.15,107529.84,215176.99,8,10,0.33,0.61,0.59,0.88
994,4.3,90000,30,2128,126,0.09,0.99,0.69,85,11,0.15,0.67,0.15,0.55,95935.44,95221.79,191157.23,8,10,0.08,0.65,0.71,0.87
995,4.7,100000,32,2960,58,0.02,0.99,0.55,86,12,0.08,0.61,0.24,0.65,63173.56,63077.36,126250.92,6,23,0.09,0.43,0.16,0.47
996,4.4,110000,24,673,44,0.44,0.99,0.81,30,3,0.14,0.74,0.53,0.62,78134.67,80540.45,158675.12,10,1,0.32,0.69,0.92,0.92
997,4.5,90000,26,952,55,0.03,0.99,0.52,82,12,0.09,0.62,0.1,0.63,64073.6,64240.1,128313.7,6,24,0.2,0.55,0.18,0.61
998,4.0,120000,7,295,51,0.06,0.99,0.56,77,10,0.1,0.65,0.18,0.59,56266.37,56417.63,112684.01,5,23,0.36,0.55,0.18,0.66
999,3.6,73000,39,248,129,0.09,0.99,0.66,89,12,0.07,0.67,0.09,0.57,103388.35,102231.99,205620.34,9,10,0.16,0.68,0.67,0.84
1000,4.2,75102,24,195,30,0.48,0.99,0.74,85,11,0.06,0.74,0.07,0.63,43451.41,43307.68,86759.08,4,7,0.71,0.83,0.56,0.81
1001,2.7,70000,28,595,87,0.08,1.0,0.7,65,8,0.06,0.71,0.09,0.51,82374.09,81634.1,164008.19,6,5,0.19,0.57,0.73,0.9
1002,3.6,60000,31,340,38,0.02,0.98,0.73,81,11,0.16,0.7,0.02,0.63,55536.51,54621.76,110158.26,5,23,0.1,0.59,0.27,0.61
1003,4.2,80000,11,225,39,0.05,0.99,0.77,83,10,0.12,0.73,0.26,0.64,48797.56,48969.45,97767.01,6,21,0.23,0.71,0.38,0.71
1004,3.4,75102,25,962,103,0.02,1.0,0.64,74,9,0.16,0.71,0.32,0.6,101955.41,99685.24,201640.66,10,11,0.35,0.7,0.56,0.82
1005,4.0,65000,23,1126,19,0.15,0.99,0.68,61,8,0.05,0.68,0.23,0.63,33807.46,33101.95,66909.4,1,2,0.91,0.91,0.13,0.56
1006,3.4,70000,32,239,43,0.04,0.97,0.52,63,10,0.1,0.63,0.28,0.67,55052.5,54313.14,109365.64,5,17,0.59,0.79,0.46,0.8
1007,4.4,144450,99,1582,51,0.0,0.99,0.51,80,11,0.16,0.65,0.12,0.65,61467.54,61416.34,122883.88,7,20,0.38,0.74,0.29,0.67
1009,3.0,70000,12,19,41,0.05,1.0,0.75,84,11,0.12,0.73,0.28,0.66,50854.14,51306.17,102160.32,6,22,0.23,0.69,0.36,0.7
1011,3.5,75102,12,70,5,0.63,0.8,0.68,70,5,0.01,0.71,0.27,0.61,20874.17,20799.61,41673.79,1,1,0.77,0.77,0.76,0.76
1012,3.0,75102,58,8,57,0.06,0.98,0.54,88,12,0.05,0.62,0.19,0.63,62189.65,61930.73,124120.38,6,23,0.08,0.45,0.18,0.49
1013,3.0,80000,17,1,32,0.15,0.99,0.79,85,10,0.14,0.72,0.15,0.67,49858.93,49449.98,99308.91,6,21,0.24,0.78,0.32,0.72
1014,3.0,75102,20,73,43,0.04,0.98,0.55,63,12,0.05,0.65,0.22,0.73,65241.04,65098.52,130339.57,5,15,0.66,0.83,0.48,0.84
1015,3.7,75102,15,287,43,0.04,1.0,0.54,64,10,0.06,0.65,0.24,0.67,54355.7,53703.29,108058.99,5,15,0.63,0.82,0.48,0.81
1016,4.4,120000,60,12082,21,0.0,0.93,0.42,61,4,0.02,0.57,0.67,0.77,61461.63,64482.48,125944.1,11,6,0.13,0.65,0.07,0.62
1017,4.6,130000,100,14677,19,0.0,0.89,0.31,63,3,0.02,0.59,0.65,0.75,43556.01,45071.51,88627.52,14,5,0.19,0.78,0.16,0.66
1018,4.7,100000,56,20719,17,0.0,0.94,0.36,54,1,0.04,0.57,0.58,0.58,18700.75,19000.14,37700.9,13,2,0.52,0.77,0.57,0.7
1019,4.8,170000,86,9796,11,0.0,0.89,0.46,81,2,0.11,0.64,0.08,0.08,18899.52,18715.37,37614.89,10,3,0.18,0.6,0.74,0.78
1020,4.6,90000,28,7875,17,0.02,0.9,0.41,54,1,0.06,0.59,0.64,0.64,19616.39,19999.7,39616.09,13,2,0.58,0.79,0.63,0.76
1021,4.3,75102,24,5977,4,0.42,0.83,0.59,56,2,0.06,0.64,0.42,0.67,41021.01,39944.21,80965.21,5,4,0.3,0.66,0.41,0.54
1022,4.5,70000,29,2872,12,0.33,0.91,0.71,88,3,0.16,0.7,0.79,0.81,23848.67,22753.43,46602.1,11,3,0.11,0.73,0.5,0.8
1023,4.8,120000,54,10020,16,0.22,0.95,0.7,83,3,0.1,0.66,0.51,0.66,41252.42,42953.98,84206.4,21,10,0.2,0.68,0.22,0.69
1024,4.5,100000,30,1343,5,0.24,0.98,0.75,67,3,0.05,0.62,0.79,0.87,38114.44,36385.62,74500.06,7,3,0.54,0.72,0.41,0.62
1025,4.6,130000,59,7929,9,0.0,0.58,0.35,78,2,0.08,0.65,0.31,0.31,20931.59,20275.36,41206.95,11,1,0.36,0.77,0.71,0.71
1026,4.8,85000,24,1090,17,0.02,0.91,0.4,53,1,0.07,0.58,0.63,0.63,19037.52,19623.81,38661.33,13,2,0.57,0.79,0.61,0.75
1027,4.5,75102,24,4147,5,0.11,0.91,0.57,72,2,0.08,0.66,0.03,0.42,34457.23,33439.85,67897.08,5,6,0.63,0.77,0.3,0.71
1028,4.2,90000,55,4249,18,0.0,0.98,0.38,55,1,0.04,0.57,0.57,0.57,18357.99,18672.62,37030.61,13,2,0.5,0.77,0.54,0.67
1029,4.3,75000,35,5248,19,0.06,0.98,0.36,62,3,0.06,0.58,0.5,0.71,44359.98,45697.47,90057.45,13,3,0.35,0.76,0.32,0.53
1030,4.8,75102,23,4804,7,0.08,0.91,0.71,77,3,0.11,0.59,0.47,0.7,23773.2,23059.12,46832.32,8,2,0.32,0.7,0.19,0.21
1031,4.1,80000,20,1999,19,0.06,0.95,0.33,61,3,0.08,0.58,0.56,0.73,45012.57,46309.14,91321.72,13,3,0.29,0.77,0.26,0.5
1032,4.9,70000,20,1359,13,0.41,0.93,0.69,93,3,0.04,0.61,0.5,0.56,18597.15,17772.35,36369.51,8,3,0.34,0.77,0.2,0.58
1033,4.2,90000,23,2181,4,0.72,0.95,0.85,56,1,0.05,0.65,0.45,0.45,17248.19,17508.07,34756.26,8,2,0.3,0.58,0.52,0.62
1034,4.4,80000,38,1730,5,0.24,0.95,0.69,65,2,0.07,0.6,0.56,0.66,33950.88,33429.21,67380.09,6,3,0.36,0.72,0.52,0.62
1035,4.2,75102,20,690,5,0.11,1.0,0.62,67,2,0.04,0.65,0.1,0.51,36623.55,35610.61,72234.16,5,7,0.71,0.8,0.19,0.72
1036,5.0,100000,11,10,18,0.16,0.95,0.33,59,3,0.08,0.6,0.72,0.88,43983.1,45303.5,89286.59,11,4,0.25,0.77,0.26,0.68
1037,4.5,65000,28,1365,4,0.29,0.85,0.62,86,2,0.03,0.66,0.56,0.67,13828.49,12659.1,26487.59,15,3,0.16,0.63,0.23,0.53
1038,4.2,50000,20,856,4,0.29,0.91,0.6,70,2,0.11,0.6,0.43,0.49,13473.93,12349.89,25823.82,18,3,0.19,0.71,0.23,0.62
1039,3.8,75102,13,346,20,0.04,0.97,0.36,65,3,0.02,0.6,0.69,0.74,43108.24,44204.48,87312.72,12,5,0.15,0.72,0.12,0.63
1040,4.0,75102,31,1905,15,0.22,0.98,0.73,78,3,0.22,0.65,0.34,0.58,34102.07,34918.08,69020.15,18,8,0.12,0.64,0.2,0.58
1041,4.3,50000,25,1436,2,0.34,0.61,0.47,57,2,0.03,0.63,0.32,0.45,14878.83,14111.33,28990.16,10,3,0.24,0.46,0.47,0.75
1042,4.5,70000,19,1218,15,0.17,0.97,0.62,68,2,0.03,0.61,0.28,0.29,22762.8,22589.45,45352.25,12,1,0.25,0.73,0.86,0.86
1043,4.0,50000,20,36,7,0.08,0.93,0.69,75,3,0.05,0.59,0.42,0.66,24312.55,23554.47,47867.02,9,2,0.39,0.74,0.27,0.28
1044,3.7,75000,25,1384,11,0.02,0.87,0.46,81,2,0.1,0.64,0.07,0.07,19123.69,18725.0,37848.69,10,3,0.18,0.61,0.75,0.78
1045,3.6,60000,14,198,10,0.33,0.85,0.57,74,3,0.1,0.66,0.64,0.71,28976.73,28153.61,57130.34,7,1,0.24,0.66,0.7,0.7
1046,3.0,65000,12,762,18,0.27,0.98,0.61,83,3,0.14,0.67,0.35,0.58,42325.32,44419.4,86744.71,18,8,0.28,0.66,0.1,0.56
1047,4.2,55000,18,29,11,0.22,0.82,0.45,86,3,0.07,0.62,0.16,0.42,20190.73,19586.2,39776.93,11,3,0.35,0.77,0.59,0.71
1049,3.1,75102,6,159,19,0.01,0.87,0.32,64,3,0.03,0.6,0.65,0.73,43756.14,44936.6,88692.75,14,5,0.2,0.77,0.16,0.64
1050,4.0,75102,24,21,3,0.76,1.0,0.86,49,2,0.01,0.6,0.76,0.88,27547.78,28563.82,56111.59,16,7,0.28,0.65,0.12,0.58
1051,4.0,70000,20,22,19,0.01,0.88,0.31,65,3,0.04,0.6,0.63,0.73,43332.65,44602.25,87934.9,14,5,0.21,0.78,0.17,0.65
1052,3.9,75102,14,142,21,0.07,0.89,0.46,61,4,0.02,0.58,0.63,0.75,60600.42,63514.81,124115.22,17,8,0.16,0.74,0.11,0.69
1053,3.0,75102,16,175,5,0.54,0.91,0.73,67,2,0.05,0.63,0.72,0.79,29015.73,30224.42,59240.15,16,6,0.4,0.69,0.36,0.75
1054,4.6,55000,53,11443,22,0.0,0.5,0.12,125,6,0.11,0.67,0.17,0.46,20197.49,19405.59,39603.08,8,7,0.2,0.48,0.27,0.61
1055,4.7,50000,56,1418,22,0.0,0.45,0.1,117,6,0.05,0.68,0.25,0.5,20771.8,19834.23,40606.03,8,9,0.14,0.48,0.33,0.71
1056,4.8,45000,27,6523,22,0.01,0.46,0.09,118,6,0.05,0.67,0.23,0.49,20596.6,19671.81,40268.41,8,8,0.17,0.48,0.31,0.67
1057,4.6,55000,70,13674,22,0.0,0.53,0.11,126,6,0.12,0.68,0.22,0.48,20059.84,19430.35,39490.19,8,7,0.25,0.48,0.31,0.63
1058,4.9,50000,25,2703,22,0.02,0.49,0.09,122,6,0.08,0.68,0.22,0.49,20215.85,19432.22,39648.08,8,8,0.21,0.48,0.31,0.68
1059,4.7,45000,42,10569,22,0.01,0.46,0.1,116,6,0.06,0.68,0.26,0.51,20945.09,20005.21,40950.3,8,9,0.14,0.48,0.34,0.71
1060,4.6,50000,38,5535,22,0.02,0.5,0.11,129,6,0.1,0.68,0.18,0.47,19777.61,19112.24,38889.85,8,7,0.21,0.48,0.28,0.62
1061,4.5,34000,24,3021,22,0.01,0.47,0.09,118,6,0.06,0.68,0.24,0.5,20596.6,19671.81,40268.41,8,8,0.16,0.48,0.33,0.68
1062,4.4,33000,25,3073,22,0.01,0.47,0.08,118,6,0.06,0.67,0.24,0.49,20596.6,19671.81,40268.41,8,8,0.17,0.48,0.32,0.68
1063,4.4,40000,22,3700,22,0.01,0.46,0.09,118,6,0.05,0.68,0.24,0.49,20596.6,19671.81,40268.41,8,8,0.16,0.48,0.31,0.67
1064,4.4,30000,16,1746,22,0.02,0.47,0.11,115,6,0.08,0.68,0.28,0.51,21249.78,20342.97,41592.75,8,9,0.14,0.48,0.36,0.72
1065,4.3,40000,45,4304,22,0.02,0.55,0.11,122,6,0.12,0.68,0.26,0.5,20289.01,19501.27,39790.28,8,7,0.24,0.48,0.32,0.64
1066,4.3,45000,18,1381,22,0.01,0.47,0.09,119,6,0.06,0.67,0.22,0.49,20596.6,19671.81,40268.41,8,8,0.18,0.48,0.31,0.67
1067,4.3,40000,32,837,22,0.02,0.53,0.11,121,6,0.12,0.68,0.26,0.5,20323.37,19472.99,39796.37,8,7,0.22,0.48,0.34,0.64
1068,4.7,45000,38,2036,22,0.4,0.81,0.5,109,6,0.06,0.67,0.29,0.56,20471.0,19481.23,39952.23,9,8,0.38,0.66,0.39,0.65
1069,4.0,40000,19,272,22,0.01,0.52,0.1,127,6,0.11,0.69,0.21,0.48,19876.35,19193.18,39069.53,8,7,0.24,0.48,0.31,0.63
1070,4.6,33000,25,2768,22,0.01,0.48,0.08,119,6,0.07,0.68,0.23,0.49,20470.57,19669.07,40139.63,8,8,0.18,0.48,0.32,0.68
1071,4.5,35000,25,4596,22,0.01,0.46,0.09,117,6,0.06,0.68,0.25,0.5,20771.8,19834.23,40606.03,8,9,0.15,0.48,0.33,0.71
1072,4.9,35000,9,1189,22,0.27,0.81,0.36,150,5,0.17,0.71,0.42,0.46,15819.01,15550.16,31369.17,7,5,0.39,0.49,0.08,0.53
1073,3.4,45000,21,151,22,0.08,0.45,0.16,110,6,0.08,0.67,0.3,0.53,20949.43,20097.38,41046.82,7,8,0.06,0.4,0.35,0.66
1074,3.3,35000,10,9,2,0.04,0.15,0.09,147,5,0.06,0.61,0.69,0.87,9557.88,9394.59,18952.46,9,2,0.54,0.69,0.1,0.11
1075,1.0,35000,14,31,2,0.04,0.1,0.07,146,4,0.05,0.61,0.73,0.85,9237.76,9300.62,18538.38,10,3,0.5,0.71,0.15,0.43
1076,4.4,75102,25,73,2,0.1,0.15,0.13,147,3,0.03,0.63,0.82,0.83,7221.08,7378.37,14599.45,8,3,0.4,0.59,0.25,0.49
1077,4.8,60000,44,525,33,0.0,0.7,0.25,111,3,0.04,0.65,0.27,0.62,25770.24,25945.65,51715.89,11,7,0.04,0.59,0.47,0.56
1079,4.8,40000,26,6017,34,0.06,0.99,0.43,117,4,0.17,0.69,0.45,0.66,27988.46,27399.2,55387.66,7,9,0.17,0.5,0.19,0.61
